relative_path,touch_categories,classification,sensitivity,reason,phase_tokens,no_action_in_phase0a
07_reviews/phase2e_financial_enrichment_report.md,risk_rules;weekly_reviews,NEEDS_HUMAN_REVIEW,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow",phase2c;phase2e;phase2f,TRUE
07_reviews/phase2g_gpt_review_report.md,weekly_reviews,NEEDS_HUMAN_REVIEW,MEDIUM,touches weekly review/reporting workflow,phase2e;phase2e1;phase2f;phase2g;phase2h,TRUE
07_reviews/phase2k_peer_data_report.md,risk_rules,ARCHIVE,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material",phase2k;phase2l,TRUE
07_reviews/phase2m_research_decision_report.md,risk_rules,ARCHIVE,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material",phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,TRUE
07_reviews/phase2n_paper_plan_draft_report.md,risk_rules,ARCHIVE,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material",phase2n;phase2o,TRUE
07_reviews/phase2o_paper_execution_readiness_report.md,risk_rules;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"contains risk policy, checklist, sizing, or risk calculator material; touches trade log, execution log, or trade journal data",phase2o;phase2p,TRUE
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,risk_rules;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"contains risk policy, checklist, sizing, or risk calculator material; touches trade log, execution log, or trade journal data",phase2o;phase2p,TRUE
07_reviews/phase2p_paper_execution_log_setup_report.md,risk_rules;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"contains risk policy, checklist, sizing, or risk calculator material; touches trade log, execution log, or trade journal data",phase2p;phase2q,TRUE
07_reviews/phase2q_paper_execution_decision_report.md,risk_rules,ARCHIVE,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material",phase2q;phase2r,TRUE
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,risk_rules,ARCHIVE,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material",phase2q;phase2r,TRUE
07_reviews/phase2r_paper_execution_report.md,trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"touches trade log, execution log, or trade journal data",phase2q;phase2r;phase2s,TRUE
07_reviews/phase3a_real_position_structure_audit_report.md,real_positions;risk_rules;weekly_reviews;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow; touches trade log, execution log, or trade journal data",phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,TRUE
07_reviews/phase3b_real_position_log_report.md,real_positions;weekly_reviews;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; touches weekly review/reporting workflow; touches trade log, execution log, or trade journal data",phase3b;phase3c,TRUE
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,real_positions;risk_rules;weekly_reviews;trade_logs,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow; touches trade log, execution log, or trade journal data",phase3b;phase3c,TRUE
07_reviews/phase3c_agent_restructure_report.md,real_positions;risk_rules;email_drafts;weekly_reviews,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; contains risk policy, checklist, sizing, or risk calculator material; touches email draft, recipient, Gmail/OAuth, or email preflight flow; touches weekly review/reporting workflow",phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,TRUE
07_reviews/phase4a_weekly_review_agent_report.md,real_positions;email_drafts;sec_alerts;weekly_reviews,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; touches email draft, recipient, Gmail/OAuth, or email preflight flow; touches SEC filing alert logic or alert outputs; touches weekly review/reporting workflow",phase4a;phase4b;phase5,TRUE
07_reviews/phase4b_email_draft_agent_report.md,real_positions;risk_rules;email_drafts;weekly_reviews,NEEDS_HUMAN_REVIEW,HIGH,"mentions or stores real position workflow data; contains risk policy, checklist, sizing, or risk calculator material; touches email draft, recipient, Gmail/OAuth, or email preflight flow; touches weekly review/reporting workflow",phase4b;phase5a,TRUE
07_reviews/phase5a_email_automation_plan_report.md,email_drafts;weekly_reviews,NEEDS_HUMAN_REVIEW,HIGH,"touches email draft, recipient, Gmail/OAuth, or email preflight flow; touches weekly review/reporting workflow",phase5a;phase5b,TRUE
07_reviews/phase5b_email_preflight_report.md,email_drafts,NEEDS_HUMAN_REVIEW,HIGH,"touches email draft, recipient, Gmail/OAuth, or email preflight flow",phase4b;phase5b;phase5c,TRUE
07_reviews/weekly_review_template.md,risk_rules;weekly_reviews,NEEDS_HUMAN_REVIEW,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow",,TRUE
AGENTS.md,trade_logs,KEEP,HIGH,"touches trade log, execution log, or trade journal data",,TRUE
README.md,risk_rules;weekly_reviews,KEEP,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow",phase0a;phase0b;phase1;phase1a,TRUE
skills/early-public-equity-research/SKILL.md,risk_rules;weekly_reviews;trade_logs,KEEP,HIGH,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow; touches trade log, execution log, or trade journal data",,TRUE
skills/early-public-equity-research/references/phase_status.md,risk_rules;weekly_reviews,KEEP,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow",phase0a;phase0b;phase1a;phase1b;phase1c;phase1d;phase2a,TRUE
skills/early-public-equity-research/references/workflow.md,risk_rules;weekly_reviews,KEEP,MEDIUM,"contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow",,TRUE
tests/smoke_tests.py,real_positions;risk_rules;weekly_reviews;trade_logs,KEEP,HIGH,"mentions or stores real position workflow data; contains risk policy, checklist, sizing, or risk calculator material; touches weekly review/reporting workflow; touches trade log, execution log, or trade journal data",,TRUE
