relative_path,phase5r_decision,legacy_reason,touch_categories,sensitivity,phase_tokens,phase0b_blocks_phase5r,phase0c_blocks_phase5r,preserve_as_evidence,delete_allowed,archive_after_approval,notes
04_data/phase2e_first_triage_scores.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e,no,no,yes,no,yes,
04_data/phase2f_memo_scores.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e;phase2f,no,no,yes,no,yes,
04_data/phase2g_review_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2f;phase2g,no,no,yes,no,yes,
04_data/phase2i_evidence_gap_matrix.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2i;phase2j,no,no,yes,no,yes,
04_data/phase2i_synthesis_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2g;phase2h;phase2i;phase2j,no,no,yes,no,yes,
04_data/phase2j_scenario_peer_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2i;phase2j,no,no,yes,no,yes,
04_data/phase2k_peer_data.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2k,no,no,yes,no,yes,
04_data/phase2k_peer_data_quality.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2k;phase2l,no,no,yes,no,yes,
04_data/phase2l_valuation_earnings_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2l;phase2m,no,no,yes,no,yes,
04_data/phase2m_research_decision_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2l;phase2m;phase2n,no,no,yes,no,yes,
04_data/phase2n_paper_plan_draft_labels.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2m;phase2n,no,no,yes,no,yes,
04_data/phase2n_paper_plan_risk_template.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2n,no,no,yes,no,yes,
04_data/phase2o_manual_chart_review_filled.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2h;phase2o,no,no,yes,no,yes,
04_data/phase2o_manual_chart_review_validated.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2o,no,no,yes,no,yes,
04_data/phase2o_paper_execution_readiness.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2o;phase2p,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase2p_human_signoff_template.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2p;phase2q,no,no,yes,no,yes,
04_data/phase2p_paper_execution_log.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2o1b;phase2p;phase2q,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase2p_risk_calculator_inputs.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2p;phase2q,no,no,yes,no,yes,
04_data/phase2q_execution_decision.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2q;phase2r,no,no,yes,no,yes,
04_data/phase2q_manual_execution_inputs_filled.xlsx,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2q,no,no,yes,no,yes,
04_data/phase2q_manual_execution_inputs_filled_normalized.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2h;phase2o;phase2q,no,no,yes,no,yes,
04_data/phase2q_manual_execution_inputs_validated.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2q,no,no,yes,no,yes,
04_data/phase2q_risk_calculator_results.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2q;phase2r,no,no,yes,no,yes,
04_data/phase2r_monitoring_checklist.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2r,no,no,yes,no,yes,
04_data/phase2r_open_paper_positions.csv,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2r,no,no,yes,no,yes,
04_data/phase2r_paper_execution_log.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs,HIGH,phase2q;phase2r,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase3a_real_position_audit.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3a_structure_transition_checklist.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs,HIGH,phase2;phase3;phase3a,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
04_data/phase3b_real_position_input_template.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_inputs_filled.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_inputs_filled_normalized.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_log.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_position_risk_review.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;risk_rules,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_real_risk_calculation.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3b_weekly_monitoring_checklist.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;weekly_reviews,HIGH,phase3b,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase3c_restructure_action_items.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3b;phase3c;phase4a;phase4b;phase5,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_action_labels.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,weekly_reviews,MEDIUM,phase4a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_real_position_alerts.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;weekly_reviews,HIGH,phase4a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4a_weekly_review_run_log.csv,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,weekly_reviews,MEDIUM,phase4a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4b_email_draft_metadata.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts;risk_rules,HIGH,phase4b,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase4b_email_draft_run_log.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;weekly_reviews,HIGH,phase4b,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5a_email_automation_action_items.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase5a;phase5b;phase5d;phase5e;phase5f,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_email_preflight_results.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase4b;phase5a;phase5b,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_email_preflight_run_log.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase5b,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
04_data/phase5b_recipient_allowlist.csv,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase5b,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/audit_phase3a_real_position_structure.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/audit_phase3c_agent_restructure.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase0;phase2;phase2n;phase2p;phase2q;phase2r;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/calculate_phase3b_real_risk.py,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;risk_rules,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/check_phase4a_sec_filing_alerts.py,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;sec_alerts;weekly_reviews,HIGH,phase4a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/collect_phase2k_peer_data.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2j;phase2k;phase2l,no,no,yes,no,yes,
05_scripts/create_phase2h_manual_review_worksheets.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2f;phase2g;phase2h,no,no,yes,no,yes,
05_scripts/create_phase2j_scenario_peer_workpapers.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2f;phase2h;phase2i;phase2j;phase2k,no,no,yes,no,yes,
05_scripts/create_phase2l_valuation_earnings_workpapers.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2e1;phase2h;phase2i;phase2j;phase2k;phase2l;phase2m,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2m_research_decision_review.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2n_paper_plan_drafts.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2i;phase2j;phase2k;phase2l;phase2m;phase2n;phase2o,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2o_paper_execution_readiness.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2e1;phase2l;phase2n;phase2o;phase2p,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2p_paper_execution_log_setup.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2n;phase2o;phase2o1b;phase2p;phase2q,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2q_execution_decision_gate.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2n;phase2o;phase2p;phase2q;phase2r,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2r_paper_execution_log.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;weekly_reviews;risk_rules,HIGH,phase2e1;phase2n;phase2o;phase2p;phase2q;phase2r;phase2s,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase3b_real_position_log.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2q;phase2r;phase3a;phase3b;phase3c,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase4a_weekly_action_labels.py,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;weekly_reviews,HIGH,phase3b;phase4a,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase4b_weekly_email_draft.py,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3c;phase4a;phase4b;phase5a,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/extract_phase2f_filing_excerpts.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e1;phase2f,no,no,yes,no,yes,
05_scripts/make_weekly_report.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews,HIGH,,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/normalize_phase2q_filled_inputs.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2q,no,no,yes,no,yes,
05_scripts/normalize_phase3b_real_position_inputs.py,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions,HIGH,phase3b,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/phase5a_email_automation_preflight.py,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase4b;phase5a,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/phase5b_email_preflight_validator.py,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase4b;phase5a;phase5b;phase5c,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/rescore_phase2e1_candidates.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2e;phase2e1,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/review_8k_and_dilution_filings.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2c;phase2e1,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/run_phase2q_paper_risk_calculator.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2p;phase2q;phase2r,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/run_phase4a_weekly_real_position_review.py,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3b;phase4a;phase4b;phase5,yes,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/score_phase2e_candidates.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2c;phase2e,no,no,yes,no,yes,
05_scripts/score_phase2f_memos.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e;phase2e1;phase2f,no,no,yes,no,yes,
05_scripts/score_phase2k_peer_data_quality.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2k;phase2l,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/synthesize_phase2i_human_notes.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2f;phase2g;phase2h;phase2i;phase2j,no,no,yes,no,yes,
05_scripts/validate_phase2o_manual_chart_review.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2o,yes,no,yes,no,yes,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/validate_phase2q_manual_execution_inputs.py,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2q,no,no,yes,no,yes,
06_trading/paper_trades.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs,HIGH,,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
06_trading/real_trades.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs,HIGH,,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
06_trading/trade_journal.csv,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs,HIGH,,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/latest_real_position_weekly_review.md,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,real_positions;sec_alerts;weekly_reviews;risk_rules,HIGH,,yes,no,yes,no,yes,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/phase0_audit_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase0;phase0a;phase0b;phase1,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase0b_phase1a_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase0a;phase0b;phase1a;phase1b,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase1b_dry_run_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase1b;phase1c,no,no,yes,no,yes,
07_reviews/phase1c_sec_fetch_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase1c;phase1d,no,no,yes,no,yes,
07_reviews/phase1d_gpt_packet_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase1c;phase1d,no,no,yes,no,yes,
07_reviews/phase1e_skill_draft_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews,MEDIUM,phase1e;phase2a,no,no,yes,no,yes,
07_reviews/phase2a_real_universe_setup_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews,MEDIUM,phase1b;phase2a;phase2b,no,no,yes,no,yes,
07_reviews/phase2b_candidate_sourcing_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews,MEDIUM,phase2b;phase2c,no,no,yes,no,yes,
07_reviews/phase2c_sec_fetch_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase1;phase2b;phase2c;phase2d,no,no,yes,no,yes,
07_reviews/phase2d_gpt_packet_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase2b;phase2c;phase2d,no,no,yes,no,yes,
07_reviews/phase2e1_market_8k_dilution_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e;phase2e1;phase2f,no,no,yes,no,yes,
07_reviews/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2c;phase2e;phase2e1;phase2f,no,no,yes,no,yes,
07_reviews/phase2e_financial_enrichment_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews;risk_rules,MEDIUM,phase2c;phase2e;phase2f,no,no,yes,no,yes,
07_reviews/phase2f_memo_review_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2e;phase2e1;phase2f;phase2g,no,no,yes,no,yes,
